sector,price,area,noOfOpenSides,price_per_sqft,Maintenance_Staff,Water_Storage,Vaastu_Compliant,Rain_Water_Harvesting,Rating,Metro,Park,School,College,Hospital,Shrine,Mall,Airport,latitude,longitude
sector 33,3.75,2248.84,1.0,0.0016675263691503,1.0,1.0,1.0,1.0,3.0,1,1,1,0,0,0,1,1,28.442,77.0207
sector 93,2.23,182.92,1.0,0.0121911218018806,1.0,1.0,0.0,0.0,4.0,0,0,0,1,1,0,1,1,28.4153,76.9326
sector 63,8.75,3077.36,2.0,0.0028433462448332,1.0,1.0,1.0,1.0,3.0,1,1,1,1,1,0,1,1,28.3971,77.0867
sector 22,0.9,451.92,2.0,0.0019915029208709,1.0,1.0,0.0,0.0,4.5,1,1,1,1,1,1,1,0,28.5072,77.064
sector 43,9.0,2690.0,1.0,0.0033457249070631,0.0,0.0,1.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 9,1.4,2227.32,1.0,0.0006285580877467,0.0,0.0,1.0,1.0,4.75,0,0,1,0,0,1,0,0,28.4603,77.0
sector 55,5.9,2700.76,3.0,0.0021845702691094,1.0,1.0,0.0,0.0,4.25,1,1,0,0,0,1,1,0,28.4281,77.11
sector 12,0.8,957.64,1.0,0.0008353869930245,0.0,1.0,0.0,1.0,4.125,1,1,1,1,1,1,1,0,28.4723,77.032
sector 38,1.25,538.0,1.0,0.0023234200743494,1.0,1.0,0.0,0.0,4.25,0,0,1,0,0,1,1,0,28.4347,77.043
sector 42,1.75,742.4399999999999,1.0,0.0023570928290501,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4576,77.102
sector 4,7.5,195950.36,3.0,3.8274999852003336e-05,0.0,0.0,1.0,1.0,4.25,1,1,1,1,1,1,0,0,28.4738,77.0107
sector 15,5.25,2517.84,2.0,0.0020851205795443,1.0,1.0,0.0,0.0,4.625,1,1,1,1,1,1,0,0,28.4621,77.0464
sector 33,3.5,1624.76,2.0,0.0021541643073438,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,0,1,1,28.442,77.0207
sector 30,4.46,4723.64,2.0,0.0009441871099406,1.0,1.0,0.0,0.0,5.0,1,1,1,1,1,0,0,0,28.4604,77.0579
sector 52,3.8,1979.84,1.0,0.0019193470179408,0.0,1.0,0.0,1.0,4.5,1,1,1,1,1,1,0,0,28.4379,77.0785
sector 89,3.13,193.68,1.0,0.0161606774060305,0.0,0.0,1.0,1.0,4.0,0,0,1,1,1,0,0,0,28.4253,76.9439
sector 57,5.5,2722.28,1.0,0.0020203652820429,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 57,6.0,2722.28,2.0,0.0022040348531378,0.0,0.0,1.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 57,5.0,2367.2,4.0,0.0021122000675904,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 88b,1.8,1614.0,2.0,0.0011152416356877,0.0,0.0,1.0,1.0,3.0,0,0,1,0,0,0,0,0,28.4446,76.9542
sector 10,2.7,161.4,1.0,0.0167286245353159,1.0,1.0,0.0,0.0,4.25,1,1,1,1,1,0,1,1,28.4537,77.0009
sector 12,0.56,1915.28,1.0,0.0002923854475585,0.0,0.0,1.0,1.0,4.0,0,0,1,1,1,0,1,0,28.4723,77.032
sector 50,7.0,2388.72,1.0,0.0029304397334137,1.0,1.0,0.0,0.0,4.75,1,1,1,1,1,0,1,1,28.4178,77.0628
badshahpur,0.25,96.84,2.0,0.0025815778603882,0.0,0.0,1.0,1.0,4.25,0,0,0,0,0,1,1,0,77.0466318,28.3933996
sector 12,0.8,1000.68,1.0,0.0007994563696686,0.0,0.0,1.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4723,77.032
sector 56,2.8,1129.8,2.0,0.0024783147459727,1.0,1.0,0.0,0.0,4.5,1,1,1,1,1,1,0,0,28.4245,77.0991
sector 9,1.0,903.84,2.0,0.0011063905115949,0.0,0.0,1.0,1.0,3.0,0,0,1,0,0,0,0,0,28.4603,77.0
sector 52,3.64,1872.24,1.0,0.001944195188651,0.0,0.0,1.0,1.0,4.5,1,1,1,1,1,1,0,0,28.4379,77.0785
sector 12,2.75,2700.76,2.0,0.0010182319050933,1.0,1.0,0.0,0.0,3.875,0,0,1,1,1,1,0,0,28.4723,77.032
sector 38,1.4,710.16,2.0,0.001971386729751,0.0,0.0,1.0,1.0,4.25,0,0,1,0,0,1,1,0,28.4347,77.043
sector 39,4.6,3152.68,1.0,0.001459076087646,0.0,1.0,1.0,0.0,4.25,0,0,1,0,0,1,1,0,28.4434,77.0515
sector 88a,2.05,1624.76,1.0,0.0012617248085871,1.0,1.0,1.0,1.0,3.0,0,0,1,1,1,0,1,1,28.4347,76.9557
sector 88a,2.92,2431.76,1.0,0.0012007763924071,1.0,1.0,1.0,1.0,3.0,0,0,1,1,1,0,1,1,28.4347,76.9557
sector 55,3.0,753.1999999999999,1.0,0.0039830058417419,1.0,1.0,0.0,0.0,4.25,1,1,0,0,0,1,1,0,28.4281,77.11
sector 95,1.61,1624.76,2.0,0.0009909155813781,1.0,1.0,1.0,1.0,4.25,0,0,1,0,0,1,1,1,28.4172,76.9081
sector 45,3.35,1334.24,1.0,0.0025107926609905,1.0,1.0,0.0,0.0,4.25,0,0,1,1,1,0,0,0,28.4466,77.066
sector 52,1.6,882.3199999999999,2.0,0.0018134010336385,0.0,0.0,1.0,1.0,4.5,1,1,1,1,1,1,0,0,28.4379,77.0785
sector 10a,3.8,3152.68,4.0,0.0012053237245771,1.0,1.0,1.0,1.0,4.75,1,1,0,0,0,1,0,0,28.4469,77.0106
sector 12,0.42,1054.48,1.0,0.0003983005841741,0.0,0.0,1.0,1.0,4.125,1,1,1,1,1,1,1,0,28.4723,77.032
sector 110,1.8,968.4,1.0,0.0018587360594795,0.0,1.0,0.0,0.0,4.125,1,1,1,1,1,1,1,0,28.5145,77.0197
sector 12,0.23,96.84,1.0,0.0023750516315572,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4723,77.032
sector 40,1.82,903.84,2.0,0.0020136307311028,0.0,0.0,1.0,1.0,4.0,1,1,1,1,1,0,0,0,28.4498,77.0567
sector 43,22.71,828.52,2.0,0.0274103220199874,1.0,1.0,0.0,0.0,4.875,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 69,1.1,1129.8,1.0,0.0009736236502035,0.0,0.0,1.0,1.0,4.0,0,0,0,0,0,1,1,0,28.3966,77.0341
sector 52,4.5,1979.84,1.0,0.0022729109422983,1.0,0.0,1.0,1.0,4.5,1,1,1,1,1,1,0,0,28.4379,77.0785
sector 12,2.0,1904.52,1.0,0.0010501333669376,0.0,0.0,1.0,1.0,3.875,0,0,1,1,1,1,0,0,28.4723,77.032
sector 47,4.49,1893.76,2.0,0.0023709445758702,1.0,1.0,0.0,0.0,4.875,1,1,1,1,1,0,1,1,28.4276,77.0492
sector 99,2.3,1614.0,2.0,0.0014250309789343,1.0,1.0,0.0,0.0,4.375,1,1,1,1,1,0,1,1,28.464,76.9614
sector 85,1.43,1345.0,2.0,0.0010631970260223,1.0,1.0,1.0,1.0,4.875,0,0,0,0,0,0,0,0,28.4042,76.9513
sector 17,0.8,1592.48,1.0,0.0005023610971566,1.0,1.0,0.0,0.0,3.5,1,1,1,1,1,0,1,1,28.4791,77.0608
sector 7,4.0,1796.92,1.0,0.0022260312089575,0.0,0.0,1.0,1.0,4.0,0,0,1,1,1,0,1,0,28.4644,77.0143
sector 52,4.79,3077.36,1.0,0.0015565289728858,1.0,1.0,0.0,0.0,4.5,1,1,1,1,1,1,0,0,28.4379,77.0785
sector 38,4.99,3098.88,1.0,0.0016102591904171,0.0,0.0,1.0,1.0,4.25,0,0,1,1,1,0,1,0,28.4347,77.043
sector 40,2.4,989.92,1.0,0.0024244383384515,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,0,0,28.4498,77.0567
sector 102,4.5,2248.84,2.0,0.0020010316429803,1.0,0.0,0.0,0.0,4.25,1,1,1,0,0,0,1,1,28.475,76.9715
sector 26,6.03,50216.92,1.0,0.0001200790490535,1.0,1.0,0.0,0.0,5.0,1,1,1,1,1,0,1,1,28.4757,77.1032
sector 105,0.47,720.92,1.0,0.0006519447372801,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4952,77.0114
sector 51,1.1,43.04,1.0,0.0255576208178438,1.0,1.0,0.0,0.0,4.5,1,1,1,1,1,0,1,1,28.432,77.0686
sector 93,1.63,1129.8,1.0,0.0014427332271198,1.0,1.0,0.0,0.0,4.0,1,1,0,0,0,0,0,0,28.4153,76.9326
sector 47,10.26,4099.56,1.0,0.0025027076076456,0.0,0.0,1.0,1.0,4.75,0,0,1,1,1,0,1,0,28.4276,77.0492
sector 105,0.47,903.84,1.0,0.0005200035404496,0.0,0.0,1.0,1.0,4.0,0,0,1,1,1,0,1,0,28.4952,77.0114
sector 52,3.4,1743.12,1.0,0.0019505254945155,1.0,1.0,0.0,0.0,4.5,1,1,1,1,1,1,0,0,28.4379,77.0785
sector 57,6.0,3357.12,2.0,0.001787246211038,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4232,77.0752
sector 33,6.53,3669.16,1.0,0.00177969889566,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.442,77.0207
sector 43,3.1,903.84,3.0,0.0034298105859444,0.0,0.0,1.0,1.0,4.25,1,1,0,1,1,1,0,0,28.4629,77.0772
sector 105,0.23,451.92,1.0,0.0005089396353336,0.0,0.0,1.0,1.0,4.0,1,1,1,0,0,1,0,0,28.4952,77.0114
sector 42,1.9,763.96,3.0,0.0024870412063458,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4576,77.102
sector 40,1.9,903.84,1.0,0.0021021419720304,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,0,0,28.4498,77.0567
sector 11,3.25,1936.8,1.0,0.0016780256092523,0.0,1.0,1.0,1.0,4.25,1,1,1,1,1,1,0,0,28.4531,77.0202
sector 4,0.54,763.96,1.0,0.0007068432902246,0.0,0.0,1.0,1.0,4.25,1,1,1,1,1,1,0,0,28.4738,77.0107
sector 35,1.4,1258.92,1.0,0.0011120643090903,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4155,77.0022
sector 42,3.25,1452.6,1.0,0.0022373674790031,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4576,77.102
sector 92,3.4,2421.0,1.0,0.0014043783560512,0.0,0.0,1.0,1.0,4.0,0,0,1,1,1,0,1,0,28.4079,76.9153
sector 42,3.0,1463.36,1.0,0.0020500765361906,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,1,0,28.4576,77.102
sector 42,3.25,1452.6,1.0,0.0022373674790031,1.0,1.0,0.0,0.0,4.0,1,1,1,0,0,1,0,0,28.4576,77.102
sector 23,5.5,3314.08,1.0,0.0016595857673924,0.0,0.0,1.0,1.0,4.5,0,0,1,1,1,0,1,0,28.5121,77.0478
sector 102,1.82,1258.92,1.0,0.0014456836018174,1.0,1.0,0.0,0.0,4.25,1,1,1,1,1,0,1,1,28.475,76.9715
sector 69,0.6,903.84,1.0,0.0006638343069569,0.0,0.0,1.0,1.0,4.0,0,0,0,0,0,1,1,0,28.3966,77.0341
sector 15,10.79,4519.2,1.0,0.0023875907240219,1.0,1.0,0.0,0.0,4.625,0,0,1,1,1,1,0,0,28.4621,77.0464
sector 17,0.23,538.0,1.0,0.0004275092936802,0.0,0.0,1.0,1.0,5.0,0,0,1,1,1,0,1,0,28.4791,77.0608
sector 42,16.0,4680.599999999999,1.0,0.0034183651668589,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4576,77.102
sector 42,1.33,538.0,1.0,0.0024721189591078,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4576,77.102
sector 17,0.65,1624.76,3.0,0.0004000590856495,0.0,0.0,1.0,1.0,3.5,0,0,1,1,1,0,1,0,28.4791,77.0608
sector 99a,1.98,182.92,1.0,0.0108244041110868,1.0,1.0,0.0,0.0,3.25,1,1,1,1,1,0,1,1,28.4561,76.9542
sector 33,4.01,2184.28,1.0,0.0018358452213086,1.0,1.0,0.0,0.0,4.0,1,1,1,0,0,0,1,1,28.442,77.0207
sector 57,3.0,1452.6,1.0,0.0020652622883106,0.0,0.0,1.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 95,1.35,1345.0,3.0,0.0010037174721189,1.0,1.0,0.0,0.0,4.25,0,0,1,0,0,1,1,1,28.4172,76.9081
sector 105,1.5,1258.92,2.0,0.0011914974740253,1.0,1.0,0.0,0.0,4.0,1,1,1,0,0,1,0,0,28.4952,77.0114
sector 99a,2.0,1452.6,1.0,0.0013768415255404,1.0,1.0,0.0,0.0,3.25,0,0,1,1,1,0,1,1,28.4561,76.9542
sector 89,4.0,301.28,1.0,0.0132766861391396,1.0,1.0,0.0,0.0,4.0,0,0,1,1,1,0,0,0,28.4253,76.9439
sector 43,8.0,2700.76,1.0,0.0029621291784534,0.0,0.0,1.0,1.0,4.5,1,1,0,1,1,0,0,0,28.4629,77.0772
sector 57,9.04,4519.2,2.0,0.0020003540449637,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 95,1.15,1162.08,2.0,0.0009896048464821,1.0,1.0,1.0,1.0,4.25,0,0,1,1,1,0,1,1,28.4172,76.9081
sector 10a,3.92,2829.88,1.0,0.001385217747749,1.0,1.0,0.0,0.0,4.75,1,1,0,0,0,1,0,0,28.4469,77.0106
sector 105,1.2,2700.76,3.0,0.000444319376768,0.0,0.0,1.0,1.0,4.0,1,1,1,0,0,1,0,0,28.4952,77.0114
sector 30,3.67,4680.599999999999,2.0,0.0007840875101482,1.0,1.0,0.0,0.0,5.0,1,1,1,1,1,0,0,0,28.4604,77.0579
sector 47,1.4,538.0,1.0,0.0026022304832713,0.0,0.0,1.0,1.0,4.875,0,0,1,1,1,0,1,0,28.4276,77.0492
sector 9,3.12,2442.52,1.0,0.0012773692743559,1.0,1.0,0.0,0.0,4.0,1,1,1,0,0,0,0,0,28.4603,77.0
sector 106,1.21,1076.0,1.0,0.0011245353159851,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,1,0,28.5007,77.0003
sector 57,6.0,3357.12,2.0,0.001787246211038,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 11,0.35,1667.8,1.0,0.000209857297038,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4531,77.0202
sector 89,2.15,1646.28,2.0,0.001305974682314,1.0,1.0,0.0,0.0,4.0,0,0,1,1,1,0,0,0,28.4253,76.9439
sector 57,5.5,3077.36,1.0,0.001787246211038,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 11,1.1,903.84,1.0,0.0012170295627544,0.0,1.0,0.0,0.0,4.25,1,1,0,0,0,0,0,0,28.4531,77.0202
sector 12,1.33,2991.28,1.0,0.0004446257120697,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4723,77.032
sector 12,0.18,269.0,1.0,0.0006691449814126,0.0,0.0,1.0,1.0,4.125,1,1,1,1,1,1,1,0,28.4723,77.032
sector 50,5.35,2162.76,1.0,0.0024736910244317,1.0,1.0,0.0,0.0,4.75,0,0,1,1,1,0,1,0,28.4178,77.0628
badshahpur,1.2,1345.0,2.0,0.0008921933085501,1.0,1.0,1.0,0.0,4.25,0,0,0,0,0,1,1,0,77.0466318,28.3933996
sector 7,1.6,1441.84,2.0,0.0011096931698385,1.0,1.0,0.0,0.0,4.75,0,0,1,1,1,1,0,0,28.4644,77.0143
sector 12,2.45,2883.68,2.0,0.0008496088331576,0.0,1.0,0.0,0.0,4.125,1,1,1,1,1,1,1,0,28.4723,77.032
sector 12,0.42,936.12,1.0,0.0004486604281502,0.0,0.0,1.0,1.0,4.125,1,1,1,1,1,1,1,0,28.4723,77.032
sector 35,1.47,1345.0,1.0,0.0010929368029739,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,1,0,28.4155,77.0022
sector 102,3.75,312.04,1.0,0.0120176900397384,0.0,0.0,1.0,1.0,4.25,1,1,1,0,0,0,1,1,28.475,76.9715
sector 52,4.8,3077.36,1.0,0.0015597785114513,1.0,1.0,0.0,0.0,4.5,1,1,1,1,1,1,0,0,28.4379,77.0785
sector 25,15.0,505.72,1.0,0.0296606818002056,0.0,0.0,1.0,1.0,5.0,1,1,0,0,0,1,1,0,28.4844,77.086
sector 57,9.55,4519.2,1.0,0.0021132058771463,0.0,0.0,1.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 28,12.5,3217.24,1.0,0.0038853178500826,0.0,0.0,1.0,1.0,4.75,0,0,1,1,1,0,1,0,28.4728,77.0865
sector 108,2.25,1624.76,2.0,0.0013848199118639,1.0,1.0,1.0,1.0,4.375,0,0,1,1,1,0,0,1,28.5134,76.983
sector 11,2.2,2937.48,1.0,0.0007489412693873,0.0,0.0,1.0,1.0,4.25,0,0,1,1,1,0,1,0,28.4531,77.0202
sector 99a,1.57,1345.0,2.0,0.0011672862453531,1.0,1.0,1.0,1.0,3.25,0,0,1,1,1,0,1,1,28.4561,76.9542
sector 50,1.6,538.0,1.0,0.0029739776951672,0.0,1.0,0.0,0.0,4.75,0,0,1,1,1,0,1,0,28.4178,77.0628
sector 67,5.11,3766.0,1.0,0.00135687732342,1.0,1.0,1.0,1.0,4.125,1,1,0,0,0,0,0,0,28.3859,77.0608
sector 43,21.0,7316.8,3.0,0.0028701071506669,0.0,0.0,1.0,1.0,4.875,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 52,5.13,3077.36,1.0,0.0016670132841136,1.0,1.0,0.0,0.0,4.5,1,1,1,1,1,1,0,0,28.4379,77.0785
sector 17,0.27,1441.84,1.0,0.0001872607224102,0.0,0.0,1.0,1.0,3.5,0,0,1,1,1,0,1,0,28.4791,77.0608
sector 28,2.58,1463.36,1.0,0.0017630658211239,1.0,1.0,0.0,0.0,4.5,1,1,1,1,1,0,1,1,28.4728,77.0865
sector 38,5.25,2324.16,1.0,0.0022588806278397,0.0,0.0,1.0,1.0,4.25,0,0,1,1,1,0,1,0,28.4347,77.043
gwal pahari,1.7,4174.88,3.0,0.0004071973326179,1.0,1.0,0.0,0.0,4.0,0,0,1,0,0,1,0,0,28.4484,77.021
sector 106,1.2,1076.0,1.0,0.0011152416356877,1.0,1.0,1.0,1.0,3.0,1,1,0,0,0,0,0,0,28.5007,77.0003
sector 47,5.25,2162.76,1.0,0.0024274538090218,0.0,0.0,1.0,1.0,4.75,0,0,1,1,1,0,1,0,28.4276,77.0492
sector 33,4.5,2700.76,1.0,0.00166619766288,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.442,77.0207
sector 42,6.66,3238.76,1.0,0.0020563425508527,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,1,0,0,28.4576,77.102
sector 5,2.45,1506.4,1.0,0.0016263940520446,0.0,0.0,1.0,0.0,4.25,1,1,1,1,1,1,0,0,28.4794,77.0176
sector 57,5.56,3131.16,2.0,0.0017756997406711,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 43,3.9,1549.44,1.0,0.0025170384138785,0.0,0.0,1.0,1.0,4.25,1,1,0,1,1,1,0,0,28.4629,77.0772
sector 105,0.47,903.84,2.0,0.0005200035404496,1.0,1.0,0.0,0.0,4.0,1,1,1,0,0,1,0,0,28.4952,77.0114
sector 11,0.37,1527.92,2.0,0.0002421592753547,0.0,0.0,1.0,1.0,4.0,0,0,1,1,1,0,1,0,28.4531,77.0202
sector 45,3.2,1592.48,1.0,0.0020094443886265,1.0,1.0,0.0,0.0,4.25,1,1,1,1,1,0,0,0,28.4466,77.066
sector 12,0.92,2743.8,2.0,0.000335301406808,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4723,77.032
sector 38,6.85,4669.84,1.0,0.0014668596782759,0.0,0.0,1.0,1.0,4.25,0,0,1,0,0,1,1,0,28.4347,77.043
sector 67,7.0,247.48,3.0,0.0282851139486019,1.0,1.0,0.0,0.0,4.125,1,1,0,0,0,0,0,0,28.3859,77.0608
sector 17,0.3,1065.24,1.0,0.0002816266756787,0.0,0.0,1.0,1.0,3.5,0,0,1,1,1,0,1,0,28.4791,77.0608
sector 67,6.69,3766.0,2.0,0.0017764206054168,1.0,1.0,0.0,1.0,4.125,1,1,0,0,0,0,0,0,28.3859,77.0608
sector 67a,3.65,2431.76,2.0,0.0015009704905089,0.0,0.0,1.0,1.0,4.5,0,0,0,0,0,1,0,0,28.396,77.0372
sector 42,1.7,699.4,2.0,0.0024306548470117,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,1,0,0,28.4576,77.102
sector 3,0.8,1345.0,3.0,0.0005947955390334,0.0,0.0,1.0,0.0,4.375,1,1,1,1,1,1,0,0,28.4909,77.0176
sector 82,7.25,1936.8,1.0,0.0037432878975629,1.0,1.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,28.3935,76.96
sector 7,2.6,1979.84,1.0,0.0013132374333279,1.0,1.0,0.0,0.0,4.0,0,0,1,1,1,0,0,0,28.4644,77.0143
sector 12,1.0,247.48,1.0,0.0040407305640859,0.0,0.0,1.0,1.0,4.125,1,1,1,1,1,1,1,0,28.4723,77.032
sector 38,4.5,2367.2,1.0,0.0019009800608313,0.0,0.0,1.0,1.0,4.25,0,0,1,0,0,1,1,0,28.4347,77.043
sector 4,1.8,1850.72,1.0,0.0009725944497276,1.0,1.0,0.0,1.0,4.25,1,1,1,1,1,1,0,0,28.4738,77.0107
sector 11,5.25,15741.88,4.0,0.00033350527383,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4531,77.0202
sector 12,0.22,903.84,1.0,0.0002434059125508,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4723,77.032
sector 63,4.6,269.0,1.0,0.0171003717472118,1.0,1.0,1.0,1.0,4.0,1,1,1,0,0,0,0,1,28.3971,77.0867
sector 63,5.27,3055.84,2.0,0.0017245667312424,1.0,1.0,1.0,1.0,3.0,1,1,1,0,0,0,0,1,28.3971,77.0867
sector 105,1.0,1796.92,3.0,0.0005565078022393,0.0,0.0,1.0,1.0,4.0,1,1,1,0,0,1,0,0,28.4952,77.0114
sector 45,2.0,96.84,1.0,0.0206526228831061,1.0,1.0,0.0,0.0,4.25,1,1,1,1,1,0,0,0,28.4466,77.066
sector 7,1.25,1129.8,1.0,0.0011063905115949,0.0,0.0,1.0,1.0,4.75,0,0,1,1,1,1,0,0,28.4644,77.0143
sector 11,0.21,903.84,1.0,0.0002323420074349,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4531,77.0202
sector 78,1.35,1032.96,2.0,0.0013069237918215,1.0,1.0,1.0,1.0,4.25,0,0,0,0,0,0,0,0,28.3733,76.9729
sector 17,0.56,1441.84,1.0,0.0003883926094434,0.0,0.0,1.0,1.0,3.5,0,0,1,1,1,0,1,0,28.4791,77.0608
sector 10,3.25,2367.2,1.0,0.0013729300439337,1.0,1.0,0.0,0.0,4.25,0,0,0,0,0,0,0,0,28.4537,77.0009
sector 52,3.4,1839.96,1.0,0.0018478662579621,0.0,0.0,1.0,1.0,4.5,1,1,1,1,1,1,0,0,28.4379,77.0785
sector 89,1.92,1646.28,3.0,0.0011662657628107,1.0,1.0,1.0,1.0,4.0,0,0,1,1,1,0,0,0,28.4253,76.9439
sector 91,4.09,355.08,1.0,0.0115185310352596,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,1,1,28.4014,76.9225
sector 24,11.25,4519.2,4.0,0.0024893786510886,0.0,0.0,1.0,1.0,3.0,1,1,0,0,0,1,0,0,28.4939,77.1038
sector 46,7.75,4519.2,1.0,0.0017149052929722,1.0,1.0,0.0,0.0,4.0,0,0,1,1,1,0,1,0,28.4374,77.0586
sector 33,4.47,2625.44,1.0,0.0017025717594003,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,0,1,28.442,77.0207
sector 82a,4.95,2700.76,4.0,0.001832817429168,1.0,1.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,28.3858,76.9686
sector 108,2.16,1732.36,1.0,0.0012468540026322,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,0,1,28.5134,76.983
sector 30,6.8,3077.36,1.0,0.0022096862245561,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,0,0,28.4604,77.0579
sector 108,2.08,1624.76,1.0,0.0012801890740786,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,0,1,28.5134,76.983
sector 108,1.95,1624.76,1.0,0.0012001772569487,1.0,1.0,0.0,0.0,4.0,0,0,1,1,1,0,0,1,28.5134,76.983
sector 28,9.2,2496.32,1.0,0.0036854249455198,0.0,0.0,1.0,1.0,3.0,1,1,0,0,0,0,1,0,28.4728,77.0865
sector 26,13.0,4863.52,1.0,0.0026729611474816,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4757,77.1032
sector 26,10.0,4519.2,1.0,0.0022127810231899,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,0,1,1,28.4757,77.1032
sector 25,9.92,2883.68,1.0,0.0034400488264994,1.0,1.0,0.0,0.0,4.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 108,4.87,5283.16,2.0,0.0009217968034282,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,0,1,28.5134,76.983
sector 73,11.86,4852.76,1.0,0.0024439700294265,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4072,77.0118
sector 25,25.5,9199.8,2.0,0.0027717993869431,0.0,0.0,1.0,1.0,3.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 89,2.5,1796.92,2.0,0.0013912695055984,1.0,1.0,0.0,0.0,4.0,0,0,1,1,1,0,0,0,28.4253,76.9439
sector 91,4.76,3152.68,2.0,0.0015098265602598,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,1,1,28.4014,76.9225
sector 28,9.1,3238.76,2.0,0.0028097172992132,0.0,0.0,1.0,1.0,3.0,1,1,0,1,1,1,1,0,28.4728,77.0865
sector 25,10.65,3615.36,2.0,0.0029457647371216,1.0,1.0,0.0,0.0,4.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 28,14.0,4519.2,2.0,0.0030978934324659,0.0,0.0,1.0,1.0,3.0,1,1,0,1,1,1,1,0,28.4728,77.0865
sector 43,8.11,2700.76,2.0,0.0030028584546572,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 26,8.0,2700.76,3.0,0.0029621291784534,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,0,1,1,28.4757,77.1032
sector 25,13.0,4519.2,1.0,0.0028766153301469,1.0,1.0,0.0,0.0,4.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 25,10.0,3604.6,1.0,0.0027742329245963,0.0,0.0,1.0,1.0,3.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 26,9.5,2700.76,1.0,0.0035175283994134,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4757,77.1032
sector 25,13.75,4519.2,2.0,0.0030425739068861,0.0,0.0,1.0,1.0,3.0,1,1,0,0,0,1,0,0,28.4844,77.086
